region;personas_hogar;meses_en_chile;mayores_15;sexo_seleccionado;edad_seleccionado;nacionalidad_seleccionado;barrio;P1;P2;P3;P5_pais;P6;P8;P15;P24;I_1_P58;I_2_P58;I_3_P58;I_4_P58;I_5_P58;I_6_P58;I_7_P58;I_1_P75;I_2_P75;I_3_P75;I_4_P75;I_5_P75;I_6_P75;I_7_P75;I_8_P75;I_9_P75;I_10_P75;I_11_P75;P76;P77;P77_cod_O1;P77_cod_O2;P77_cod_O3;P78;P79;P80;P80_cod_O1;P80_cod_O2;P81;I_1_P82;I_2_P82;I_3_P82;I_4_P82;I_5_P82;I_6_P82;I_7_P82;I_8_P82
13;6;Sí;2;Hombre;18;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;20;Haití; ;Otra nacionalidad (extranjeros);Soltero/a;9;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];Muy en desacuerdo;No sabe [NO LEER];Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo
13;2;Sí;2;Mujer;23;Extranjero;Barrios de Santiago Centro-Norte;Esposo(a) o cónyuge;Mujer;23;Haití; ;Otra nacionalidad (extranjeros);Casado/a;4;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo;Nada de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;1;Sí;1;Mujer;33;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Mujer;33;Haití; ;Otra nacionalidad (extranjeros);Soltero/a;5;Muy de acuerdo;No sabe [NO LEER];Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Poco de acuerdo
13;6;Sí;6;Hombre;31;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;31;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);6;Muy en desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo
13;1;Sí;1;Hombre;36;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;36; ; ;Chilena (exclusivamente);Soltero/a;5;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Sí;por involucrarse en una agresion;Detención; ; ;Muy insatisfecho;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;NS [NO LEER];Muy de acuerdo;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo
13;3;Sí;2;Mujer;29;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Mujer;29;Haití; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo
13;5;Sí;3;Mujer;15;Extranjero;Barrios de Santiago Centro-Norte;Hijo(a);Mujer;15;Otro; ;Otra nacionalidad (extranjeros);Soltero/a;8;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;2;Sí;2;Mujer;30;Extranjero;Barrios de Santiago Centro-Norte;Esposo(a) o cónyuge;Mujer;30;Haití; ;Otra nacionalidad (extranjeros);Casado/a;Totalmente insatisfecho;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo
13;2;Sí;1;Mujer;33;Extranjero;Barrios de Santiago Centro-Norte;Esposo(a) o cónyuge;Mujer;33;Haití; ;Otra nacionalidad (extranjeros);Casado/a;5;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;No sabe [NO LEER];No sabe [NO LEER];Muy de acuerdo;En desacuerdo;En desacuerdo;No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;NS [NO LEER];NS [NO LEER];Nada de acuerdo;Poco de acuerdo;Nada de acuerdo
13;4;Sí;1;Hombre;58;Chileno;Barrios de Santiago Centro-Norte;Hijo(a);Hombre;58; ; ;Chilena (exclusivamente);Soltero/a;Totalmente satisfecho;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;2;Sí;2;Hombre;62;Extranjero;Barrios de Santiago Centro-Norte;Suegro(a);Hombre;62;Perú; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);6;En desacuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;Bastante de acuerdo
13;2;Sí;2;Hombre;29;Extranjero;Barrios de Santiago Centro-Norte;No pariente;Hombre;28;Haití; ;Otra nacionalidad (extranjeros);Casado/a;Totalmente insatisfecho;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Poco de acuerdo;Nada de acuerdo;Muy de acuerdo;Muy de acuerdo
13;3;Sí;3;Hombre;63;Chileno;Barrios de Santiago Centro-Norte;Cuñado(a);Hombre;63; ; ;Chilena (exclusivamente);Casado/a;Totalmente satisfecho;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Poco de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;2;Sí;1;Mujer;37;Extranjero;Barrios de Santiago Centro-Norte;No pariente;Mujer;37;Perú; ;Chilena y otra (doble nacionalidad);Separado/a;7;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo;Poco de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;6;Sí;4;Hombre;40;Chileno;Barrios de Santiago Centro-Norte;Esposo(a) o cónyuge;Hombre;39; ;Más de 5 años;Chilena (exclusivamente);Casado/a;7;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;Muy de acuerdo
13;2;Sí;1;Hombre;51;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;51; ; ;Chilena (exclusivamente);Casado/a;7;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;3;Sí;2;Hombre;39;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;39;Haití; ;Otra nacionalidad (extranjeros);Casado/a;8;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo;Muy de acuerdo
13;3;Sí;1;Mujer;32;Extranjero;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;32;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);Totalmente satisfecho;De acuerdo;De acuerdo;No sabe [NO LEER];En desacuerdo;Muy de acuerdo;De acuerdo;En desacuerdo;No sabe [NO LEER];Muy de acuerdo;No sabe [NO LEER];No sabe [NO LEER];De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;NS [NO LEER];Nada de acuerdo;NS [NO LEER];Poco de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;4;Sí;3;Hombre;70;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;70; ;Más de 5 años;Chilena (exclusivamente);Viudo/a;6;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;3;Sí;1;Mujer;40;Chileno;Barrios de Santiago Centro-Norte;Hijo(a);Mujer;40; ; ;Chilena (exclusivamente);Separado/a;7;De acuerdo;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo
13;2;Sí;1;Mujer;26;Extranjero;Barrios de Santiago Centro-Norte;Conviviente de hecho o pareja;Mujer;26;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);Totalmente insatisfecho;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;No sabe [NO LEER];Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;No sabe [NO LEER];Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Poco de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;4;Sí;2;Hombre;38;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;37;Haití; ;Otra nacionalidad (extranjeros);Casado/a;6;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;1;Sí;1;Hombre;23;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;23;Haití; ;Otra nacionalidad (extranjeros);Soltero/a;5;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo
13;4;Sí;1;Mujer;28;Chileno;Barrios de Santiago Centro-Norte;Hijo(a);Mujer;28; ; ;Chilena (exclusivamente);Soltero/a;8;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;2;Sí;1;Mujer;46;Extranjero;Barrios de Santiago Centro-Norte;No pariente;Mujer;46;Colombia; ;Otra nacionalidad (extranjeros);Soltero/a;Totalmente satisfecho;De acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;No sabe [NO LEER];De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Muy de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;NR [NO LEER]
13;2;Sí;1;Hombre;33;Extranjero;Barrios de Santiago Centro-Norte;Esposo(a) o cónyuge;Hombre;33;Haití; ;Otra nacionalidad (extranjeros);Casado/a;5;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;No sabe [NO LEER];No sabe [NO LEER];Muy de acuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo;Bastante de acuerdo
13;1;Sí;1;Hombre;46;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;46;Haití; ;Otra nacionalidad (extranjeros);Soltero/a;6;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];Muy de acuerdo;No sabe [NO LEER];Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Bastante de acuerdo;NS [NO LEER];NS [NO LEER];Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo
13;1;Sí;1;Mujer;22;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Mujer;22;Haití; ;Otra nacionalidad (extranjeros);Soltero/a;6;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;No sabe [NO LEER];No sabe [NO LEER];No sabe [NO LEER];No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo;Nada de acuerdo;Muy de acuerdo;NS [NO LEER];Poco de acuerdo
13;2;Sí;2;Hombre;100;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;100; ;Más de 5 años;Chilena (exclusivamente);Casado/a;6;Muy de acuerdo;Muy de acuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo;Muy de acuerdo;Muy de acuerdo;NS [NO LEER];Muy de acuerdo;Muy de acuerdo
13;4;Sí;3;Hombre;48;Chileno;Barrios de Santiago Centro-Norte;Hijo(a);Hombre;48; ; ;Chilena (exclusivamente);Soltero/a;7;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;Nada de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo
13;1;Sí;1;Mujer;81;Chileno;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Mujer;81; ;Más de 5 años;Chilena (exclusivamente);Viudo/a;8;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy en desacuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Nada de acuerdo;Nada de acuerdo
13;3;Sí;2;Hombre;28;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;28;Haití; ;Otra nacionalidad (extranjeros);Conviviendo o en pareja (no casado/a tampoco unión civil);5;De acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Muy de acuerdo;Nada de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Poco de acuerdo
13;4;Sí;4;Mujer;84;Chileno;Barrios de Santiago Centro-Norte;Padre/Madre;Mujer;84; ;Más de 5 años;Chilena (exclusivamente);Viudo/a;Totalmente satisfecho;Muy en desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Sí;conversacion para averiguar sobre una persona;Otros; ; ;Muy satisfecho;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Bastante de acuerdo;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo;Poco de acuerdo
13;3;Sí;2;Hombre;35;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;35;Haití; ;Otra nacionalidad (extranjeros);Casado/a;Totalmente satisfecho;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;No sabe [NO LEER];Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;Sí;consulta en trabajo;Otros; ; ;Muy satisfecho;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;NS [NO LEER];Bastante de acuerdo;Muy de acuerdo;NS [NO LEER];Bastante de acuerdo;Nada de acuerdo
13;1;Sí;1;Hombre;43;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;43;Haití; ;Chilena y otra (doble nacionalidad);Soltero/a;Totalmente satisfecho;De acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Muy en desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Muy de acuerdo;Muy de acuerdo;NS [NO LEER];Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Poco de acuerdo
13;1;Sí;1;Hombre;30;Extranjero;Barrios de Santiago Centro-Norte;Jefe(a) de Hogar;Hombre;30;Haití; ;Otra nacionalidad (extranjeros);Soltero/a;5;Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;De acuerdo;No sabe [NO LEER];Muy de acuerdo;Muy de acuerdo;Muy en desacuerdo;Muy de acuerdo;No; ; ; ; ; ;No; ; ; ; ;Bastante de acuerdo;Bastante de acuerdo;NS [NO LEER];Muy de acuerdo;Muy de acuerdo;Muy de acuerdo;Bastante de acuerdo;Poco de acuerdo
